"chr" "start" "end" "stat" "pvalue" "FDR"
"chr4" 95617 98979 10.0271323938889 0.967677282762067 1
"chr4" 99352 105324 8.18014710106696 0.990607268738148 1
"chr4" 105448 106539 6.39807975293272 0.998241903479875 1
"chr4" 106548 106822 15.0839218158056 0.771585606017715 1
"chr4" 106823 106956 8.31776616671934 0.989547910106698 1
"chr4" 106964 107140 5.88497551807036 0.999044145132198 1
"chr4" 107149 107286 11.0903548889591 0.943845597813355 1
"chr4" 107301 107438 34.6573590279973 0.0220069564864724 1
"chr4" 107455 107924 21.8960881005721 0.34617571431927 1
"chr4" 107980 110102 23.5075920247838 0.264563013721972 1
"chr4" 110116 112025 19.7626909588112 0.472859824380582 1
"chr4" 112134 116472 15.8515405640897 0.725790669225829 1
"chr4" 116715 120515 25.1729471551244 0.19489451086946 1
"chr4" 120522 122278 6.85917895937548 0.997121966309424 1
"chr4" 122301 123309 10.238127719667 0.963645587905474 1
"chr4" 123320 123902 8.83459405794038 0.984745045433461 1
"chr4" 123920 124249 0 1 1
"chr4" 124250 124588 0 1 1
"chr4" 124607 125001 1.38629436111989 0.999999996236708 1
"chr4" 125032 126338 22.2497771837629 0.327112328623958 1
"chr4" 126345 127679 41.0367341892372 0.00368498174046543 1
"chr4" 127694 130558 29.7310045518742 0.0743311791597491 1
"chr4" 130893 133606 5.79488540848573 0.999147487602967 1
"chr4" 133637 137259 4.70094081284697 0.999829020900363 1
"chr4" 137293 140099 5.78741605821576 0.999155626622756 1
"chr4" 140411 141722 2.801453768983 0.99999774127984 1
"chr4" 141744 145200 5.90216135069227 0.999023312473746 1
"chr4" 145220 148314 18.020151404022 0.586080716259286 1
"chr4" 148457 153667 19.061856372947 0.517808613894473 1
"chr4" 153986 156690 22.9411151519954 0.291695159747602 1
"chr4" 156693 159644 45.0203660126645 0.0010964739869681 1
"chr4" 159762 163092 54.3577161196676 5.1188710562594e-05 1
"chr4" 163286 164915 9.67848285503216 0.973634290081834 1
"chr4" 165014 166226 8.45307170948709 0.988420267784437 1
"chr4" 166302 169003 11.9182469722935 0.918861106414659 1
"chr4" 169230 175842 7.85077572326016 0.992809842318255 1
"chr4" 175861 180786 10.3038266357391 0.96232218790457 1
"chr4" 181369 183967 27.2572570136635 0.128180180079135 1
"chr4" 184105 185513 13.2661035964673 0.865676935495488 1
"chr4" 185525 188917 9.85428220584423 0.970737870800854 1
"chr4" 189030 193896 3.9262744929652 0.999960102389796 1
"chr4" 194290 198476 10.8647200450162 0.949655529165933 1
"chr4" 198498 199319 28.9454262123931 0.0888395022444936 1
"chr4" 199520 203400 64.6403939712074 1.33148345326925e-06 0.0741649598305507
"chr4" 203411 205694 33.8112179343101 0.0274304447471528 1
"chr4" 205817 206159 43.5482048721844 0.00172917108717582 1
"chr4" 206172 206430 45.9490690524633 0.000819092087238638 1
"chr4" 206433 207008 23.8744745656444 0.247918402938791 1
"chr4" 207085 209324 7.15008983818584 0.996163027141075 1
"chr4" 209573 214176 4.10463791897151 0.99994255009219 1
"chr4" 214197 217155 4.59115586474121 0.999858243317587 1
"chr4" 217798 221094 13.2410379828027 0.866804223596902 1
"chr4" 221621 222279 8.8766917638552 0.984291936371642 1
"chr4" 222304 224821 16.0210195033936 0.715319387580386 1
"chr4" 224832 229273 10.9193523346027 0.948287188799109 1
"chr4" 229402 234090 42.3387429911955 0.00249767730846462 1
"chr4" 234094 235423 47.7172601576471 0.000466016030392354 1
"chr4" 235536 236807 14.0538678497192 0.827754236419864 1
"chr4" 236819 238015 27.3932297230581 0.124558837491936 1
"chr4" 238598 240416 9.89645116957591 0.970010923613348 1
"chr4" 240420 243791 19.2005212471234 0.508828373236365 1
"chr4" 244292 247875 5.31132447612116 0.999558098880788 1
"chr4" 248077 250071 9.23334032268369 0.98004361432162 1
"chr4" 250082 252807 32.6672531061108 0.0366870305903991 1
"chr4" 252810 254813 15.4428882594346 0.750529594941605 1
"chr4" 254898 257089 9.67602174326038 0.973673324552624 1
"chr4" 257270 260425 4.59776859102474 0.999856611181842 1
"chr4" 260438 261999 21.9926512453885 0.340909539297747 1
"chr4" 262004 262931 18.1747711213093 0.575896323947075 1
"chr4" 262967 265724 10.3143238144378 0.962107701462219 1
"chr4" 265917 271308 17.3784850365528 0.628277904883688 1
"chr4" 271441 272745 63.4876540744004 2.02798266294574e-06 0.112770031938423
"chr4" 272760 275484 25.6690774200778 0.177021469673539 1
"chr4" 276467 278072 3.64357831496908 0.999978555187007 1
"chr4" 278075 280368 6.09015905580014 0.998770161628293 1
"chr4" 280411 280839 10.6955169375424 0.953739683451318 1
"chr4" 280848 284989 11.1678097985789 0.941754024486486 1
"chr4" 285037 286361 4.83878584140046 0.999785304550149 1
"chr4" 286366 288344 5.92494564614992 0.998995121832711 1
"chr4" 288407 290584 5.88020767126053 0.999049859778835 1
"chr4" 290591 293299 12.7776486218011 0.886718970068606 1
"chr4" 293326 295307 4.84812263570551 0.999782032716691 1
"chr4" 295345 296679 14.9950452286799 0.776691055986224 1
"chr4" 296706 297729 7.15775192232331 0.996134730990101 1
"chr4" 297789 298112 16.1835220528602 0.705175539896254 1
"chr4" 298146 298482 10.3836566750208 0.960669870519823 1
"chr4" 298488 298707 17.6820286209678 0.608345617241533 1
"chr4" 298720 299082 23.7141551410316 0.255101498974397 1
"chr4" 299102 301114 10.5119119015884 0.957912236257932 1
"chr4" 301496 305934 56.1523491166259 2.75724792942886e-05 1
"chr4" 305936 309100 70.1082046045828 1.74874962456944e-07 0.00981573164270827
"chr4" 309113 311979 82.7500322402265 1.33356103561417e-09 7.57836065318822e-05
"chr4" 312015 314040 76.5535928276367 1.49790050530994e-08 0.000846763155651711
"chr4" 314130 315010 61.1960437475239 4.64292388259585e-06 0.25684190626132
"chr4" 315156 315782 49.4818192832767 0.000262612188085635 1
"chr4" 315825 318018 51.4631640458348 0.000136284385862422 1
"chr4" 318019 319605 33.3031974546241 0.031243289033542 1
"chr4" 319623 322430 31.0450458277791 0.054598579040722 1
"chr4" 322531 323217 24.9432288670769 0.203611661105694 1
"chr4" 323255 324442 53.4309108307826 7.0220713967925e-05 1
"chr4" 324451 326281 11.98441428625 0.916611386382737 1
"chr4" 326414 329189 6.52500044475237 0.997976713115404 1
"chr4" 329258 329896 20.098998548203 0.451752386550308 1
"chr4" 329906 330029 2.77258872223978 0.999997936926593 1
"chr4" 330031 330168 1.38629436111989 0.999999996236708 1
"chr4" 330178 330361 0 1 1
"chr4" 330364 330619 0 1 1
"chr4" 330625 330866 1.38629436111989 0.999999996236708 1
"chr4" 330869 331162 0 1 1
"chr4" 331178 331450 0 1 1
"chr4" 331457 331666 0 1 1
"chr4" 331668 331995 10.04385860143 0.967369670203849 1
"chr4" 332083 332762 25.1723707455452 0.194916031579118 1
"chr4" 332892 334600 10.8989521884915 0.948800992501899 1
"chr4" 334611 336943 7.7823945804653 0.993212281701304 1
"chr4" 336975 338117 6.84801994281304 0.99715451940187 1
"chr4" 338178 340656 8.96000169244782 0.983365923743459 1
"chr4" 340674 341299 15.183485161998 0.765814007905941 1
"chr4" 341328 344043 25.288825578658 0.190603927449403 1
"chr4" 344118 344815 2.41539845775708 0.999999390033015 1
"chr4" 344859 346502 5.91704382630932 0.999004973039236 1
"chr4" 346529 349072 8.42667522697608 0.988647156921673 1
"chr4" 349190 350717 29.2580819383753 0.0828006299784111 1
"chr4" 350758 352063 41.1271331949913 0.00358767545652903 1
"chr4" 352158 358840 31.7910918174968 0.0455758428190235 1
"chr4" 358863 361188 15.0956241505866 0.77091006575404 1
"chr4" 361264 364279 5.18804637098579 0.999630941142723 1
"chr4" 364324 366961 8.02073379881563 0.991729699567899 1
"chr4" 367044 370961 10.6269097344331 0.955330121345178 1
"chr4" 370970 372791 15.2531834416761 0.761741694797579 1
"chr4" 372798 374840 34.6930276506482 0.0218014753463626 1
"chr4" 374869 376209 77.774099141909 9.34004561127425e-09 0.000528637241552511
"chr4" 376360 378303 21.7025111273853 0.356868924677308 1
"chr4" 378336 379278 22.1703443370858 0.331339310485835 1
"chr4" 379279 379635 29.062881573953 0.086528576545096 1
"chr4" 379728 379982 20.4275152764509 0.431488128449202 1
"chr4" 379983 380303 27.7655012930249 0.115067702631878 1
"chr4" 380304 381224 26.110853055228 0.162181875624988 1
"chr4" 381498 383373 7.30403803026897 0.995562135754456 1
"chr4" 383452 388328 24.8286272082255 0.208066202164611 1
"chr4" 388389 388672 48.1334078115084 0.000407441356726558 1
"chr4" 388714 389061 64.1138412460564 1.61415948932216e-06 0.0898312038997568
"chr4" 389070 389363 54.3964122230217 5.05149283460865e-05 1
"chr4" 389370 389605 65.209238184817 1.08079512030418e-06 0.0602618935228001
"chr4" 389637 390900 71.7670882355506 9.34888348197827e-08 0.00525912091395206
"chr4" 390960 396598 71.497913107948 1.03519840996216e-07 0.00582174881794521
"chr4" 396619 397624 47.8364769329213 0.000448451267687487 1
"chr4" 397633 398925 27.6071002690735 0.119031250661151 1
"chr4" 399157 400061 5.67769435009234 0.999268021091535 1
"chr4" 400117 401849 4.41575537043555 0.999896172182021 1
"chr4" 401904 404189 4.31308798932657 0.999914093209112 1
"chr4" 404224 406281 20.9498437580832 0.400090053696827 1
"chr4" 406284 406942 15.7284518308047 0.73332129174811 1
"chr4" 406986 410189 6.64063776399425 0.99770791080303 1
"chr4" 410303 411768 9.38612089671665 0.977988173368325 1
"chr4" 411922 414582 10.1106148136806 0.966121531058976 1
"chr4" 414614 416131 8.08730817239038 0.991274218925734 1
"chr4" 416275 419560 4.45725556882003 0.99988808047737 1
"chr4" 419680 423200 18.3847544816563 0.562078635539262 1
"chr4" 423232 424671 34.256659657665 0.0244400176729881 1
"chr4" 425011 426865 10.6960469693529 0.953727249983596 1
"chr4" 426877 430299 7.45880768024839 0.994885771588756 1
"chr4" 430331 430669 4.98848819355245 0.99972757765938 1
"chr4" 430670 432003 3.77175530347937 0.999971386283008 1
"chr4" 432019 435003 7.81367191798812 0.993030430539329 1
"chr4" 435011 436909 9.08788197037669 0.981866847976743 1
"chr4" 437040 440052 8.20594349511397 0.990415220762282 1
"chr4" 440073 440978 11.4808024137244 0.932788756653496 1
"chr4" 441215 444127 55.1871900943191 3.84982610351924e-05 1
"chr4" 444132 445606 33.6380941436025 0.0286796410731148 1
"chr4" 445723 448079 26.409000890293 0.152724766572563 1
"chr4" 448138 449542 7.67791383950561 0.993793236606616 1
"chr4" 449548 455148 11.6052557900933 0.928993091604257 1
"chr4" 456545 458837 2.13450620625293 0.999999798938673 1
"chr4" 458852 460327 4.5619783981946 0.999865259174317 1
"chr4" 460328 461384 2.2710659255508 0.999999648491861 1
"chr4" 461389 462909 3.41109541585408 0.999987692049308 1
"chr4" 463008 464011 2.07576339720576 0.999999843818315 1
"chr4" 464044 466705 24.1437562021476 0.236168992509396 1
"chr4" 466754 467093 0.339798073590795 0.999999999999995 1
"chr4" 467100 467312 1.38629436111989 0.999999996236708 1
"chr4" 467342 467790 1.38629436111989 0.999999996236708 1
"chr4" 467794 468309 6.08543261775868 0.998777122504538 1
"chr4" 468336 470314 5.93982875308426 0.998976350391234 1
"chr4" 470672 472244 33.9145279742256 0.0267087170076428 1
"chr4" 472253 475272 44.2340765551343 0.00139999214986105 1
"chr4" 475306 476098 8.09686438469797 0.991207293132855 1
"chr4" 476111 477819 13.2318700402899 0.867215273253917 1
"chr4" 477826 478853 12.5019583837346 0.897716805179488 1
"chr4" 478899 479570 7.02651433012625 0.996597195658219 1
"chr4" 479577 481206 8.51250568411472 0.987896887227213 1
"chr4" 481252 482532 7.89610223507423 0.992533094676581 1
"chr4" 482717 483765 6.21668055239188 0.998571482790462 1
"chr4" 483841 485316 19.4307757210618 0.494004321496548 1
"chr4" 485329 487646 13.3535462131631 0.861704866843641 1
"chr4" 487660 488435 4.42941806277965 0.99989356474147 1
"chr4" 488451 489395 4.36122259623528 0.999906048287143 1
"chr4" 489422 490156 8.55972425036368 0.987468530384666 1
"chr4" 490161 490582 3.11807129438529 0.999994283146222 1
"chr4" 490640 491095 7.44003926848479 0.994971841015471 1
"chr4" 491134 491362 3.67890165248434 0.999976753431896 1
"chr4" 491368 492230 6.25445072594757 0.998507369242619 1
"chr4" 492242 492466 0 1 1
"chr4" 492468 492587 0 1 1
"chr4" 492595 492776 1.38629436111989 0.999999996236708 1
"chr4" 492777 493017 1.38629436111989 0.999999996236708 1
"chr4" 493024 493672 13.7392683883189 0.843465719529771 1
"chr4" 493797 496063 13.8826117494021 0.836397545443239 1
"chr4" 496073 497538 12.0547488507662 0.91417867300422 1
"chr4" 497541 498929 6.84713481277755 0.997157088875098 1
"chr4" 499054 500803 15.5035704522668 0.746905030545395 1
"chr4" 500926 501741 17.2987035796715 0.63350105629973 1
"chr4" 501882 502864 15.8092829923677 0.728383297210727 1
"chr4" 502867 503464 8.06441010191645 0.991432995437839 1
"chr4" 503569 504606 6.76796757218125 0.99737952965845 1
"chr4" 504622 506014 2.55980238758472 0.999998978431201 1
"chr4" 506024 507138 6.3068638020087 0.998414552346515 1
"chr4" 507440 508885 20.1197408247005 0.450462102714585 1
"chr4" 508926 509622 20.4991084629844 0.427122581724791 1
"chr4" 509631 510741 6.62962572506003 0.997734680984306 1
"chr4" 510747 511472 6.18980482346015 0.998615727152656 1
"chr4" 511500 512272 14.3718880068018 0.811150966978322 1
"chr4" 512277 512918 3.64780362865946 0.999978346178511 1
"chr4" 513006 513483 7.01288622433912 0.996642582767641 1
"chr4" 513621 514576 18.1783546674159 0.575660349275669 1
"chr4" 514612 515634 24.6103668140009 0.216745833216571 1
"chr4" 515653 516797 12.2334177670392 0.907807596837221 1
"chr4" 516807 517629 14.468719628252 0.805958305723746 1
"chr4" 517695 528530 7.2105012308406 0.995935422386208 1
"chr4" 528595 529026 7.40235211337039 0.99514124046966 1
"chr4" 529028 529538 5.23087738899007 0.999606861505947 1
"chr4" 529540 529964 1.92016724472189 0.999999923138291 1
"chr4" 529966 530268 3.28049291159447 0.999991168069254 1
"chr4" 530295 531394 10.0111756466411 0.967968843820398 1
"chr4" 531428 532604 29.6995381438771 0.0748707056959379 1
"chr4" 532669 537418 19.285061823656 0.503372141692685 1
"chr4" 537766 539431 57.4181632542694 1.7733266750991e-05 0.972510081891098
"chr4" 539452 540929 65.159994155056 1.10051674592874e-06 0.0613538085855274
"chr4" 540934 542555 75.0213082134265 2.70212338332588e-08 0.00152510545878296
"chr4" 542595 543834 81.2065222862666 2.44750938059156e-09 0.000138923079951758
"chr4" 543841 544252 103.474288879742 2.99416303973602e-13 1.71858970154768e-08
"chr4" 544277 544597 199.485872138933 1.4222486268442e-31 8.21931703939532e-27
"chr4" 544605 545800 166.473990228754 4.19492900442532e-25 2.42303294224611e-20
"chr4" 546228 548458 59.3470814267541 8.98301580468701e-06 0.494928238775035
"chr4" 549089 552022 21.5074053409112 0.36782670227299 1
"chr4" 552073 552869 15.1164333949999 0.769706933463291 1
"chr4" 552880 553667 4.78861484275584 0.999802189012041 1
"chr4" 553950 554503 15.4966977552743 0.747316437781777 1
"chr4" 554634 554894 10.1592394605358 0.965191686454559 1
"chr4" 554917 555941 33.5356007744365 0.0294432542550452 1
"chr4" 555970 557098 23.2834380031304 0.275092389799811 1
"chr4" 557119 560931 17.8323014192 0.598454416305165 1
"chr4" 561642 567083 16.4006203755529 0.691480122012311 1
"chr4" 567280 568844 31.0124303285097 0.0550265692822551 1
"chr4" 569034 569940 31.1237171746949 0.0535782273032177 1
"chr4" 570097 570939 21.4711450176106 0.369882722891065 1
"chr4" 571018 572105 19.0320374598887 0.519744433141655 1
"chr4" 572209 574383 32.3810747116547 0.0394032067761786 1
"chr4" 574396 574644 11.0903548889591 0.943845597813355 1
"chr4" 574650 574834 11.0903548889591 0.943845597813355 1
"chr4" 574840 574984 19.7479191292693 0.473794616173516 1
"chr4" 574989 575170 17.3151284806203 0.632426404578165 1
"chr4" 575178 575347 19.4081210556785 0.495457593211216 1
"chr4" 575352 575474 15.2492379723188 0.761972909923259 1
"chr4" 575483 575591 13.1562453972606 0.870580006322742 1
"chr4" 575593 575730 13.4960434708514 0.85510177109434 1
"chr4" 575731 575952 13.8629436111989 0.837376439135893 1
"chr4" 575958 576496 15.2492379723188 0.761972909923259 1
"chr4" 576497 576795 5.54517744447956 0.999387052840982 1
"chr4" 576811 577163 0 1 1
"chr4" 577174 577963 13.8629436111989 0.837376439135893 1
"chr4" 577979 578548 37.881086695155 0.00915649005665249 1
"chr4" 578604 588550 40.708012935983 0.00406034599342746 1
"chr4" 588662 589803 45.259478662693 0.00101746687909499 1
"chr4" 589873 591056 42.8215442139807 0.00215825595909142 1
"chr4" 591193 591700 41.0708108935872 0.00364801081269778 1
"chr4" 591723 593204 12.9677651877954 0.878762809648478 1
"chr4" 593325 596556 10.3214700384445 0.961961203527756 1
"chr4" 596892 598829 14.6765647954959 0.794605837551238 1
"chr4" 598842 599689 19.1259829847176 0.513651064926404 1
"chr4" 599752 601630 22.2726909814838 0.32589890745809 1
"chr4" 601653 602835 28.3429919736776 0.101525417683426 1
"chr4" 602858 604463 52.2591754914421 0.000104360921578785 1
"chr4" 604469 604923 77.6008614293265 9.98897299657863e-09 0.000565216048038405
"chr4" 605150 606235 31.8830583334582 0.0445604407254774 1
"chr4" 606505 608502 26.7038959018942 0.143802080159853 1
"chr4" 609115 610777 13.2085738065896 0.86825671872263 1
"chr4" 610844 611731 16.7849598443551 0.666889720828793 1
"chr4" 611797 612757 13.6665553483707 0.846991971600033 1
"chr4" 612876 614774 10.8042535272416 0.951141636976327 1
"chr4" 614974 616512 5.93357649293129 0.99898427072825 1
"chr4" 616522 617276 3.38229441679279 0.999988545794272 1
"chr4" 617293 618516 7.70777909358182 0.993631275322285 1
"chr4" 618546 619641 8.92571484531955 0.983751790846234 1
"chr4" 619653 620196 6.65279378089692 0.997678065383332 1
"chr4" 620243 621076 9.52400794387373 0.976005115579298 1
"chr4" 621080 621957 10.6742861064776 0.954235866755578 1
"chr4" 622025 623050 5.87497068095182 0.999056104455402 1
"chr4" 623078 623802 14.675080352153 0.794687893170769 1
"chr4" 623821 625178 2.74012844761694 0.999998139181082 1
"chr4" 625198 626512 3.39992159154327 0.999988029560684 1
"chr4" 626715 637250 7.42546789206289 0.995037877597087 1
"chr4" 637329 639069 7.62449005179084 0.994074956138883 1
"chr4" 639143 641030 24.9578973901648 0.203046593197859 1
"chr4" 641541 643292 34.9425122094203 0.0204125979928976 1
"chr4" 643323 644062 48.5277524726388 0.000358550786768659 1
"chr4" 644089 644811 111.652230717834 9.80513752588063e-15 5.63991510488654e-10
"chr4" 644817 645943 84.3644466159816 7.04407007875962e-10 4.00751234920792e-05
"chr4" 645944 646430 78.2399582332203 7.79493647656687e-09 0.000441372688112646
"chr4" 646482 647390 49.8286142493724 0.000234336475395736 1
"chr4" 647399 648325 35.6634470964753 0.0168424405751725 1
"chr4" 648375 649354 32.6391884058116 0.0369457776606587 1
"chr4" 649401 650224 22.7277371252041 0.302360138540245 1
"chr4" 650295 650815 18.0668555261008 0.583004038984142 1
"chr4" 650837 651494 23.9983210269231 0.2424655105875 1
"chr4" 651528 652129 6.27390566721353 0.998473445848856 1
"chr4" 652273 652814 8.13796705581638 0.990914945302096 1
"chr4" 652816 653242 5.30999329938582 0.99955894477003 1
"chr4" 653258 653702 2.11286954280272 0.999999816635361 1
"chr4" 653741 654109 2.22328444553047 0.999999709641634 1
"chr4" 654155 654796 14.0001575772165 0.83048794761597 1
"chr4" 654827 655365 15.2154065123326 0.763952136155003 1
"chr4" 655367 655850 7.95673074279321 0.992150160839992 1
"chr4" 655851 656178 12.7116261239773 0.889411201853149 1
"chr4" 656196 656517 19.7267248069584 0.475136903206844 1
"chr4" 656572 656866 24.0593382911952 0.239809747947427 1
"chr4" 656889 657418 13.0751326911934 0.874137204940131 1
"chr4" 657448 658100 14.0958180045034 0.825604681952666 1
"chr4" 658125 658487 19.7288465436876 0.475002472233461 1
"chr4" 658590 659814 18.3803580511323 0.56236768287883 1
"chr4" 659843 661771 17.6477530947098 0.610600047712899 1
"chr4" 661799 664270 9.58016018941269 0.975161811519139 1
"chr4" 664334 665828 4.25138001843945 0.999923546422811 1
"chr4" 665889 666726 6.70496547678754 0.997546412713888 1
"chr4" 666745 667471 14.5694878225407 0.800489024708529 1
"chr4" 667491 668622 14.5685359119783 0.800540998368281 1
"chr4" 669464 670725 10.6005701816172 0.955930765926851 1
"chr4" 670743 672300 14.146229192408 0.823005019095473 1
"chr4" 672307 673162 10.1353527682189 0.965650661761233 1
"chr4" 673175 673479 12.2014605996474 0.908967291534061 1
"chr4" 673484 673683 1.38629436111989 0.999999996236708 1
"chr4" 673687 673833 0 1 1
"chr4" 673839 674066 0 1 1
"chr4" 674069 674194 1.38629436111989 0.999999996236708 1
"chr4" 674196 674365 0 1 1
"chr4" 674369 674572 2.77258872223978 0.999997936926593 1
"chr4" 674584 675121 11.4376726813788 0.934073374326228 1
"chr4" 675176 675857 14.1455472471875 0.82304030635246 1
"chr4" 675862 676822 9.4392951205929 0.97723805236649 1
"chr4" 676827 677824 13.253043239185 0.866264936673242 1
"chr4" 677856 678779 22.7795660397763 0.299747519548501 1
"chr4" 678780 679607 38.2619300554001 0.0082251094185392 1
"chr4" 679609 680211 13.9960893743002 0.830694159694066 1
"chr4" 680230 680670 45.0229272360651 0.00109559728797458 1
"chr4" 680708 680942 0 1 1
"chr4" 680952 681149 5.54517744447956 0.999387052840982 1
"chr4" 681160 681330 5.54517744447956 0.999387052840982 1
"chr4" 681332 681473 17.2794674759461 0.63475918452493 1
"chr4" 681483 681699 11.0292474680145 0.9454605259886 1
"chr4" 681717 681932 6.81829905226677 0.99723978988235 1
"chr4" 681934 682604 16.1441212201381 0.707643901076326 1
"chr4" 682643 683177 20.9999283779697 0.397136815018234 1
"chr4" 683185 683791 16.6938131370812 0.672756741502245 1
"chr4" 683814 684460 12.8061815824455 0.885544140975248 1
"chr4" 684462 685099 5.95511299120883 0.998956775556982 1
"chr4" 685107 685451 3.44908878295306 0.999986482399606 1
"chr4" 685474 685959 9.63875061000724 0.974259426943544 1
"chr4" 685969 686294 3.46841480677687 0.999985828786926 1
"chr4" 686338 686911 7.50485038228453 0.994669737599165 1
"chr4" 686918 687435 11.2113974688162 0.940554961079327 1
"chr4" 687621 688398 28.8123071455709 0.0915213880499172 1
"chr4" 688415 688725 4.49868115695047 0.99987947820368 1
"chr4" 688734 688848 4.15888308335967 0.999936057235936 1
"chr4" 688859 689674 20.3735399912648 0.434791712109348 1
"chr4" 689694 691154 15.5291506281431 0.745371776743524 1
"chr4" 691183 691999 13.600576116035 0.85015669966765 1
"chr4" 692029 692718 11.1318130712669 0.942732291608069 1
"chr4" 692753 693188 10.3017396047062 0.962364731678555 1
"chr4" 693193 694560 10.001997133004 0.968135714636656 1
"chr4" 694623 695422 12.1277678643671 0.911608082435698 1
"chr4" 695456 695995 7.91101558192619 0.992440266155349 1
"chr4" 696006 696750 8.50124526580651 0.987997390014263 1
"chr4" 696756 697517 12.0760091331345 0.913434950396339 1
"chr4" 697565 697982 19.2278468343119 0.507063162086002 1
"chr4" 698049 698485 12.9562011899812 0.87925533565947 1
"chr4" 698521 699198 10.5913328701178 0.956140110010016 1
"chr4" 699245 699943 16.0613363693797 0.712811825855748 1
"chr4" 699975 700703 20.9719602834728 0.398784660210764 1
"chr4" 700737 702188 7.40302602215303 0.995138251164875 1
"chr4" 702213 703343 10.5450354412986 0.957179184957044 1
"chr4" 703425 704254 26.0649446889552 0.163677649414471 1
"chr4" 704261 704453 21.7835525395956 0.352370254315956 1
"chr4" 704461 705163 18.0689720487439 0.582864615996393 1
"chr4" 705166 705321 0 1 1
"chr4" 705330 705453 0 1 1
"chr4" 705462 705637 0 1 1
"chr4" 705650 705847 1.38629436111989 0.999999996236708 1
"chr4" 705877 706444 17.0895200009648 0.647153321238062 1
"chr4" 706445 707255 16.9115957306266 0.658706438477959 1
"chr4" 707290 708301 11.1351351112344 0.942642462929233 1
"chr4" 708381 709500 55.6704636529514 3.25825946490971e-05 1
"chr4" 709689 710626 60.5672626165199 5.81620204308195e-06 0.321310265668019
"chr4" 710656 711208 18.0594631761031 0.583491003938412 1
"chr4" 711227 712045 4.20086406374045 0.999930613706017 1
"chr4" 712132 713170 4.9141843077654 0.999757667375508 1
"chr4" 713205 713887 12.5402205032987 0.896228935762077 1
"chr4" 713890 714359 17.6276769863358 0.611920175795262 1
"chr4" 714417 715006 6.55896479998733 0.997900543282551 1
"chr4" 715012 715668 10.7053231484144 0.953509285268006 1
"chr4" 715795 716455 15.6109211599084 0.740449723975593 1
"chr4" 716457 717595 31.4958811131398 0.0489751576938558 1
"chr4" 717596 718206 39.0784854756468 0.00651914084396129 1
"chr4" 718215 719430 41.3090925918923 0.0033991589867234 1
"chr4" 719453 720075 28.9926148757961 0.0879048778322332 1
"chr4" 720087 720583 37.2988725846976 0.0107726542681453 1
"chr4" 720588 721041 28.01214222065 0.10911224940896 1
"chr4" 721050 721817 8.0703831641602 0.991391793089303 1
"chr4" 721824 722326 52.3657178085877 0.000100684524606934 1
"chr4" 722337 722533 57.1944965613322 1.91772236983055e-05 1
"chr4" 722534 722712 54.8194292861672 4.36916938126188e-05 1
